Thumbnail,ID,Name,SKU,Price,Qty,Visibility,Status,"Special Price",Color,"Shipping Group",Type,Height,"SKU for Parent Description and Specs",Categories,Action
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150227-13_octanebarstool_peppermint_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",2074,"Octane Bar Stool",MS-888-H75-ST-RAL6019,$155.00,50,"Catalog, Search",Enabled,,Peppermint,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Octane Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2074/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150227-13_octanebarstool_white_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",2063,"Octane Bar Stool",MS-888-H75-ST-WHITE,$155.00,139,"Catalog, Search",Enabled,,White,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Octane Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2063/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150227-14_octanebarstool_yellow_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",2062,"Octane Bar Stool",MS-888-H75-ST-YELLOW,$155.00,100,"Catalog, Search",Enabled,,Yellow,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Octane Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2062/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/9/_/9_20150130-octanechair_blackonmint_angle_2_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",2061,"Octane Chair",MS-888-H45-ST-RAL6019,$135.00,49,"Catalog, Search",Enabled,,Peppermint,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Octane Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2061/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/7/_/7_20140918-prouvechair_10_angleright_.jpg"" alt="""" width=""70"" height=""70"" /></a>",2039,"Prouve Chair",MS-900-BLUE/ESPRESSOWASH,$155.00,80,"Catalog, Search",Enabled,,"Cobalt on Espresso Washed Wood",,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Prouve Standard Chair</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/2039/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/7/17_sides_17_20150226-prouvechair_gunmetal0nwalnut_angle_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",1944,"Prouve Chair",MS-900-GUNMETAL/WALNUTWOOD,$155.00,116,"Catalog, Search",Enabled,,"Walnut on Gunmetal",,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Prouve Standard Chair</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1944/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/7/_/7_20150130-octanebarstool_blackonorange_angle_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",1942,"Octane Bar Stool",MS-888-H75-ST-ORANGE,$155.00,49,"Catalog, Search",Enabled,,Orange,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Octane Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1942/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/6/_/6_20150130-octanebarstool_blackonblack_angle_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",1941,"Octane Bar Stool",MS-888-H75-ST-BLACK,$155.00,145,"Catalog, Search",Enabled,,Black,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Octane Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1941/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/4/_/4_20150130-habitusbarstool_walnutonblue_front_2.jpg"" alt="""" width=""70"" height=""70"" /></a>",1940,"Habitus Bar Stool",MS-525-H75-STW-PANTONE2766,$235.00,46,"Catalog, Search",Enabled,,Indigo,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Habitus Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1940/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/4/_/4_20150130-habitusbarstool_walnutonblue_front_2_2.jpg"" alt="""" width=""70"" height=""70"" /></a>",1939,"Habitus Bar Stool",MS-525-H75-STW-BLUE,$235.00,100,"Catalog, Search",Disabled,,Blue,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Habitus Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1939/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/5/_/5_20150130-habitusbarstool_walnutongreen_front_1.jpg"" alt="""" width=""70"" height=""70"" /></a>",1938,"Habitus Bar Stool",MS-525-H75-STW-GREEN,$235.00,100,"Catalog, Search",Enabled,,Green,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Habitus Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1938/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/8/_/8_20150130-octanechair_blackonblue_angle_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",1937,"Octane Chair",MS-888-H45-ST-PANTONE2766,$135.00,100,"Catalog, Search",Enabled,,Indigo,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Octane Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1937/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/0/10_20150130-octanechair_blackonred_angle_3_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",1936,"Octane Chair",MS-888-H45-ST-RED,$135.00,143,"Catalog, Search",Enabled,,Red,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Octane Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1936/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/1/4/14_sides_14_20150226-madewellchair_walnutongunmetal_angle_2_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",1739,"Madewell Chair",MS-520-STW-GUNMETAL/WALNUTWOOD,$185.00,98,"Catalog, Search",Enabled,,Gunmetal,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Madewell Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1739/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/2/22_22_sides_22_20150226-publicchair_walnutonmattecoffeerustic_angle_1_sides.jpg"" alt="""" width=""70"" height=""70"" /></a>",1735,"Public Chair",MS-521-STW-MATTLIGHTCOFFEERUSTIC,$175.00,100,"Catalog, Search",Enabled,,Copper,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Public Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1735/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150105-118_octanechairyellow-3_copy_angles_right.jpg"" alt="""" width=""70"" height=""70"" /></a>",1731,"Octane Chair",MS-888-H45-ST-YELLOW,$135.00,90,"Catalog, Search",Enabled,,Yellow,,"Simple Product",Table,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Octane Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1731/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150105-15_octanechairorange-3_copy_angles_right.jpg"" alt="""" width=""70"" height=""70"" /></a>",1730,"Octane Chair",MS-888-H45-ST-ORANGE,$135.00,50,"Catalog, Search",Enabled,,Orange,,"Simple Product",Table,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Octane Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1730/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150105-17_octanechairwhite-3_copy_angles_right.jpg"" alt="""" width=""70"" height=""70"" /></a>",1729,"Octane Chair",MS-888-H45-ST-WHITE,$135.00,146,"Catalog, Search",Enabled,,White,,"Simple Product",Table,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Octane Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1729/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150105-16_octanechairblack-3_copy_angles_right.jpg"" alt="""" width=""70"" height=""70"" /></a>",1728,"Octane Chair",MS-888-H45-ST-BLACK,$135.00,100,"Catalog, Search",Enabled,,Black,,"Simple Product",Table,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs/Octane Chair</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Chairs</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1728/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150105-1_habitusbarstoolorange-1_copy.jpg"" alt="""" width=""70"" height=""70"" /></a>",1723,"Habitus Bar Stool",MS-525-H75-STW-ORANGE,$235.00,125,"Catalog, Search",Enabled,,Orange,,"Simple Product",Bar,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Habitus Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1723/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/9/_/9_20150129-oscarpresident-93.jpg"" alt="""" width=""70"" height=""70"" /></a>",1537,"St. Germain Club Chair",7036-LIGHTBROWN,"$1,350.00",5,"Catalog, Search",Enabled,,Caramel,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/St. Germain Club Chair</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1537/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/7/_/7_20150129-oscarpresident-91.jpg"" alt="""" width=""70"" height=""70"" /></a>",1535,"Bleecker Street Club Chair",7051-LOCALBROWN,"$1,100.00",5,"Catalog, Search",Enabled,,Saddle,,"Simple Product",,,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Upholstery/Chairs/Bleecker Street Club Chair</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/1535/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/9/_/9_20140918-yellow_habitusbarstool_11.jpg"" alt="""" width=""70"" height=""70"" /></a>",794,"Habitus Bar Stool",MS-525-H75-STW-YELLOW,$235.00,94,"Catalog, Search",Enabled,,Yellow,,"Simple Product",,MS-525-H75-STW-GUNMETAL,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Habitus Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/794/"">Edit</a>"
"<img src=""https://www.industrywest.com/media/catalog/product/cache/0/thumbnail/70x/9df78eab33525d08d6e5fb8d27136e95/2/0/20150105-3_habitusbarstoolblack-1_copy.jpg"" alt="""" width=""70"" height=""70"" /></a>",791,"Habitus Bar Stool",MS-525-H75-STW-BLACK,$235.00,64,"Catalog, Search",Enabled,,Black,,"Simple Product",,MS-525-H75-STW-GUNMETAL,"<div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Chairs</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/Stools/Habitus Stool</div><div style=""font-size: 90%; margin-bottom: 8px; border-bottom: 1px dotted #bcbcbc;"">IndustryWest/Shop/New Arrivals/Stools</div>","<a href=""https://www.industrywest.com/lightspeed.php/ampgrid/adminhtml_product/edit/id/791/"">Edit</a>"
